BLDG_LMT deductible evt_yr BLDG_AGE ShingleRoof FrameConstruction SingleFamily RPT_Delay paidloss HailSize
158900 100 2013 11 1 1 1 7.71087439688657 4613.1 1.25
152100 500 2013 51 1 1 1 49.7189211603704 15602.1 1.5
238500 500 2014 47 1 0 1 4.45746797447917 10533.61 3.75
126500 250 2014 14 1 1 1 2.7569839221875 12588.33 3
127500 250 2013 63 1 0 1 2.61179412684028 10607.29 2
248900 500 2014 11 1 1 1 8.39935038481481 11037.97 2.5
311400 1000 2013 13 1 1 1 7.51664763366898 5214.17 0.75
142600 250 2013 15 1 1 1 36.4294402919444 3631.56 2.5
308100 250 2013 9 1 1 1 5.58400592137732 10199.97 2.5
209900 500 2013 29 1 1 1 1.3976821468287 13028.22 0.75
135600 1000 2013 51 1 1 1 1.47314273643519 5041.41 1.75
107900 250 2014 36 1 1 1 1.36034813894676 11224.94 2.25
111200 500 2014 46 1 1 1 3.50370881498843 10722.7 3
123000 100 2014 59 1 1 1 20.4400613921181 9604.68 1
342800 2500 2014 23 1 1 1 1.4105666074537 50631.37 1.75
142500 100 2014 44 1 1 1 8.47198743206019 14317.96 1.25
441700 250 2014 9 1 1 1 0.668991127048611 1457.14 2.25
265400 250 2014 20 1 1 1 0.930553125451389 51092.25 1
289900 1000 2013 17 1 1 1 4.6892649055787 0 1.5
216200 1000 2014 39 1 1 1 23.4058537048611 7240.78 2.5
200200 1000 2013 34 1 1 1 16.8105292092593 9826.33 1
199600 1000 2014 37 1 1 1 108.617020710069 0 2
198300 500 2013 4 1 1 1 3.48775821118056 9194.45 2.5
217200 1000 2013 21 1 1 1 1.44574268023148 16226.34 2.25
148500 1000 2013 34 1 1 1 7.54206329574074 4463.37 1.25
125400 500 2014 104 1 1 1 2.51895993681713 7692.62 3.75
221000 1000 2013 53 1 1 1 1.45719613575231 0 1
325000 1000 2013 23 1 1 1 7.64390425939815 12242.28 0.75
160000 1000 2013 13 1 1 1 63.4257916837037 4505.26 0.75
187000 1000 2014 10 1 1 1 11.6789968898264 1858.17 0.75
145000 1000 2014 54 1 1 1 71.4114460823032 12724.76 2.75
195300 250 2013 51 1 1 1 6.41370531284722 1075.59 1.5
292600 250 2014 17 1 0 1 10.6590974395833 12560.67 2.5
187300 500 2013 37 1 1 1 1.50926660125 8511.82 2
198400 250 2013 48 1 0 1 13.6631950501273 0 1.25
130400 250 2014 85 1 1 1 1.45385944681713 21661.62 1.75
127800 500 2013 52 1 1 1 8.45357882375 6333.36 4
210700 500 2013 38 1 1 1 6.64593753605324 9229.31 0.75
342200 500 2013 11 1 1 1 21.61986937375 6886.85 1.25
143300 250 2014 74 1 0 1 86.4412505332755 809.25 3.75
163000 1500 2013 15 1 1 1 15.4690393023611 4434 2
322100 1000 2014 13 1 0 1 0.923110371365741 35298.35 1.75
163600 50 2014 46 1 1 1 2.51065567371528 22693.05 2.5
125800 250 2013 50 1 0 1 69.3995789306597 7437.96 1.75
166000 250 2013 36 1 1 1 1.48290112965278 7460.04 2.25
159800 250 2013 33 1 1 1 28.6189070090046 7788.92 1.25
178300 500 2014 54 1 1 1 1.35870089784722 0 2.25
209500 1000 2013 34 1 0 1 1.54749515013889 7728.87 1
205000 500 2014 21 1 1 1 0.654288393680556 0 1.25
221000 1000 2014 60 1 0 1 1.33449820430556 0 1
120300 1000 2014 25 1 0 1 28.520505290162 6062.65 2.25
165100 1000 2014 14 1 1 1 3.58759093790509 19191.54 2.25
169300 1000 2013 34 1 1 1 62.4058191423727 6870.18 0.75
214900 500 2013 8 1 1 1 6.52197090052083 11743.33 1.75
140900 500 2014 54 1 1 1 69.7833575844676 2296.49 2.5
258500 1000 2014 41 1 1 1 17.4834627780787 0 1
286500 1000 2013 21 1 1 1 11.6946491693866 23798.63 0.75
120000 1000 2014 85 1 1 1 27.5675238497106 0 1.25
113500 100 2014 63 1 1 1 1.29817256988426 12166.49 2.25
183100 250 2014 59 1 1 1 118.386634740613 0 3.75
152900 250 2013 48 1 1 1 157.614379088449 4549.47 1
166200 250 2013 7 1 1 1 3.68032004898148 7666.64 2.5
446800 500 2013 17 0 1 1 6.53538043527778 27047.61 1.5
234900 500 2013 13 1 1 1 1.43574632994213 17812.17 2
117900 250 2013 22 1 1 1 1.41455662409722 11101.36 4
513300 5000 2013 14 0 1 1 7.65062432105324 34209.36 1.5
170200 500 2013 38 1 1 1 36.6059350138194 8345.74 0.75
212300 500 2013 35 1 1 1 1.32159720631944 8807.28 0.75
331600 1000 2013 17 1 1 1 1.56649344011574 8991.03 0.75
203600 250 2013 35 1 1 1 9.38845062673611 11019.46 2
169500 100 2014 51 1 1 1 4.54604106261574 971.71 2.25
114200 100 2013 29 1 0 1 1.40385120806713 1047.83 1.25
373800 250 2013 25 1 1 1 17.6031810010764 42590.23 1.75
241600 250 2014 95 1 0 1 57.4093670032176 1906.21 2
146800 1000 2013 37 1 1 1 36.7606472281713 5954.22 2
183600 500 2014 7 1 1 1 2.41299741109954 6087.36 1
343700 1000 2013 16 1 1 1 8.58521844766204 24233.94 1.25
119800 500 2014 70 1 0 1 30.4809042589931 0 3
183900 2500 2013 21 1 1 1 1.3713348365625 7454.33 1.75
164800 1000 2014 67 1 1 1 2.71590987012731 6693.54 1
161800 500 2013 13 1 0 1 120.69967021816 6661.66 1.5
167000 1000 2013 30 1 1 1 17.5360010127315 12890.26 2
231300 1000 2014 3 1 1 1 22.4321227743171 9955.22 2.75
137000 1000 2013 37 1 1 1 9.6239884652662 8225.39 4
151600 500 2013 49 1 1 1 2.439883415 6492.24 1.75
205300 500 2014 42 1 1 1 3.41182539582176 16169.6 1.5
107800 250 2014 52 1 1 1 2.39085968570602 3418.73 2.5
136800 250 2013 34 1 1 1 2.46686047693287 15511.43 4
245000 250 2013 14 1 1 1 10.6560515116782 16714.43 2.25
149500 250 2014 56 1 1 1 68.6793701800116 0 1
277800 250 2013 9 1 1 1 6.3717143619213 14689.18 0.75
194000 500 2014 7 1 1 1 2.40662459702546 13155.33 1.25
213700 250 2014 61 1 0 1 1.37022021387731 0 0.75
178300 1000 2014 36 1 1 1 1.47074416974537 0 2.25
183600 500 2013 37 1 1 1 2.7205900112037 7489.57 1.75
191500 500 2013 34 1 1 1 21.445242333588 8871.12 2
369300 1000 2014 40 1 0 1 3.37020797521991 24523.71 2.25
328300 500 2014 22 1 1 1 1.38399097881944 12822.76 1
152100 500 2014 56 1 1 1 6.43322802274306 11981.77 3.75
260900 500 2013 25 1 1 1 20.6127415256134 27983.03 1.5
180200 100 2014 32 1 1 1 0.727650340844908 11674.69 3
137800 100 2013 31 1 1 1 17.6076887212847 0 1.5
230500 250 2013 18 1 1 1 0.865631275289352 9225.59 2
330200 500 2013 45 1 1 1 105.663050793796 0 1.25
128200 250 2014 49 1 1 1 3.58600263417824 0 2.25
86000 100 2014 67 1 0 1 1.7131575208912 16839.58 4
388300 500 2013 8 1 1 1 1.3453681625463 0 1
224600 1000 2014 14 1 1 1 14.5401596805903 0 3
232900 500 2014 2 1 1 1 11.5690571077431 12428.31 2.25
172800 1000 2013 15 1 1 1 2.50111614505787 9017.74 2.5
172100 500 2013 48 1 1 1 6.54322370539352 13302.15 2
133100 1000 2014 29 1 1 1 2.67192723648148 0 1
236600 1000 2013 29 1 1 1 36.661492435544 9346.15 0.75
150200 1000 2013 35 1 1 1 16.5390038418519 9617.12 1
152900 1000 2014 20 1 1 1 2.42691041349537 12403.76 2.25
223100 1000 2013 37 1 1 1 8.52482151953704 9919.74 1.75
156000 1000 2014 108 1 1 1 72.673326886875 2775.44 3.75
106200 250 2014 64 1 1 1 6.58967840581018 0 1.25
140400 100 2013 41 1 1 1 70.6343585527662 7183.1 4
236800 250 2013 22 1 1 1 1.31306986359954 9289.74 1.75
242300 500 2014 104 1 0 1 2.5853137991088 14352.55 1.5
242300 500 2014 104 1 0 1 1.37822961633102 5707.12 1
322900 250 2013 7 1 1 1 13.6501708523148 13166.04 2.5
293000 500 2014 17 1 1 1 23.4198634779977 33939.66 1.75
285000 250 2014 74 1 1 1 1.54760437246528 14604.59 2.75
352400 500 2013 17 1 1 1 14.4953421195949 33989.24 1.25
344300 250 2014 21 1 0 1 1.37982102789352 45123.59 1.75
153200 250 2013 41 1 1 1 1.45664987550926 10652.19 1.25
147400 500 2014 74 1 1 1 1.42596984458333 16921.56 2.75
170900 500 2013 14 1 1 1 30.4368983917593 6084.95 1.5
191100 1000 2013 9 1 1 1 6.58018803864583 9650.9 2.25
255700 500 2013 48 0 1 1 133.501520446389 0 1.5
246900 500 2013 28 1 1 1 17.6550851072338 9311.36 2
197700 250 2014 40 1 1 1 85.4405702936806 1179.61 1
150500 250 2013 50 1 1 1 17.5794103087847 0 1.25
102500 100 2014 64 1 1 1 2.64513393553241 12515.75 2.25
270700 1000 2013 18 1 1 1 6.46604165871528 13333.29 2.25
86000 1000 2014 56 1 1 1 6.4997843812963 4787.37 3.25
164100 500 2014 15 1 0 1 69.6131110364699 2688.14 1
113400 1000 2013 13 1 0 1 3.3837449674537 0 1.5
93800 1000 2014 56 1 1 1 6.60757515952546 6902.88 2.25
249400 1000 2013 35 1 0 1 15.6202788844676 13858.94 1
280000 1000 2013 31 1 1 1 24.5198701377894 24818.25 1.75
455000 2000 2013 19 0 1 1 1.66643524702546 26015.4 1.25
207300 1000 2013 49 0 0 1 27.4777665216088 0 1
145000 2500 2014 1 1 0 1 38.5792022932292 10526.3 3.75
182800 250 2013 18 1 1 1 8.67723271880787 5402.68 2
305600 250 2013 21 0 1 1 2.67326564641204 37477.48 1.75
320000 500 2014 4 1 1 1 2.62505509114583 0 1
112600 1000 2014 33 1 0 1 4.50998447113426 0 2.25
149800 250 2013 47 1 0 1 8.48409960521991 5193.49 2
241000 1000 2014 38 1 0 1 1.43550976392361 19252.7 1.75
212400 1000 2013 4 1 0 1 29.5740898452083 17375.9 2.5
332000 500 2013 18 1 1 1 6.72410740987269 15570.17 2.5
190800 500 2014 34 1 1 1 0.913609748298611 8991.67 1.75
227900 500 2014 38 1 1 1 6.51295653101852 13975.72 1.5
235400 250 2014 23 1 1 1 22.5985255783796 21177.5 3.75
220300 250 2013 28 1 1 1 55.4251465717361 11108.25 0.75
168800 250 2013 39 1 1 1 1.63651145976852 8002.98 2.25
178100 500 2013 12 1 1 1 3.86288208388889 1771.86 1.5
190800 1000 2013 40 1 1 1 1.4185757997338 10018.58 1.75
139500 1000 2014 69 1 0 1 17.8003666615162 0 2.25
98300 500 2014 147 1 1 1 3.33632493528935 6633.73 2.25
630600 500 2014 22 1 1 1 42.6776264894097 20949.73 1
149900 1000 2013 10 1 0 1 6.39312743375 6983.01 2.25
156200 500 2014 46 1 0 1 2.4810817321875 19194.89 1.75
173500 500 2013 19 1 0 1 8.37956227719907 6871.63 1.5
176100 1000 2013 8 1 0 1 1.5293314783912 17651.08 2
262700 1000 2013 3 1 0 1 1.61944419209491 10952.99 1.75
145300 1000 2013 43 1 1 1 8.36759294013889 6220.46 1.25
360500 1000 2013 19 1 1 1 15.0488988396875 17236.86 0.75
322000 2500 2013 30 0 1 1 1.41948438609954 35284.2 1
70000 500 2013 83 1 1 1 3.40655056394676 6307.7 2
221700 1000 2013 38 1 1 1 13.5083465392361 10507.67 1.75
133500 1000 2013 19 1 1 1 8.54040674819444 5084.33 1
301900 1000 2014 22 0 1 1 1.38926514381944 10043.79 1.25
270100 500 2013 18 0 1 1 1.70322403486111 14895.29 0.75
235000 500 2014 21 1 1 0 1.41671672887731 4635.97 1.75
162100 250 2013 29 1 1 1 4.62843104859954 8838.02 1.5
84900 250 2014 74 1 1 1 28.5041096322106 2106.54 1
224100 250 2014 20 1 1 1 4.4000300353125 3082.04 2
177100 250 2013 24 1 1 1 13.6885713193634 5498.48 1
157000 250 2013 58 1 0 1 19.3751499951852 0 1
141400 500 2013 47 1 1 1 17.4020560179514 9293.94 2
170400 500 2013 20 1 1 1 20.6463963577315 11080.11 1
322100 2500 2013 22 0 1 1 1.59869643983796 33000.2 1
103600 250 2013 63 1 1 1 1.38326198509259 1174.17 1
144300 100 2013 53 1 0 1 73.465551938044 1460.59 1.25
222600 250 2013 38 1 1 1 74.568791565 0 0.75
110900 100 2014 64 1 1 1 83.4332941903241 12770.73 2.25
202800 250 2014 1 1 0 1 3.58540612488426 9421.8 2
103000 100 2014 53 1 1 1 17.4641749794329 7311.63 2.25
188000 250 2014 75 1 1 1 36.4650908002778 2999.78 1
185000 250 2014 34 1 1 1 3.59237216289352 0 1.75
189000 250 2014 14 1 0 1 10.4058163597222 6878.84 2.25
174500 500 2014 34 1 1 1 1.40687602457176 15475.78 3.5
214600 500 2013 19 1 1 1 6.61962652752315 9645.2 2.25
172500 1000 2013 43 1 1 1 20.6767308695486 5178.88 1.75
246700 1000 2013 16 1 1 1 25.4512589438542 13179.62 0.75
191000 500 2014 47 1 1 1 4.72372309900463 8791.37 2.25
144500 1000 2013 28 1 0 0 6.74899829373843 4596.78 2
249800 1000 2014 17 1 1 1 2.63672868023148 13026.26 4
247200 1000 2013 8 1 1 1 1.65151437664352 12645.65 2.25
151500 1000 2013 49 1 0 1 1.35318807277778 1142.56 4
139200 1500 2014 95 1 1 1 1.42731268949074 16902.97 2.25
302000 1000 2013 19 1 1 1 28.5607862081019 16855.14 1
211600 1000 2014 18 1 0 1 20.6672658283449 1554.32 1
202500 1000 2013 17 1 0 1 8.73968820628472 23563.68 4
135000 250 2013 53 1 0 1 7.36656714201389 10646.38 2
185300 500 2014 11 1 1 1 55.447175803125 1158.53 0.75
152300 1000 2013 46 1 1 1 13.6026713549537 5856.49 1.75
181200 250 2013 29 1 1 1 32.6478493426389 8405.4 1
220500 250 2013 34 1 1 1 1.44054322563657 26210.69 1
216500 250 2014 9 1 1 1 0.892916465798611 11846.44 1
243400 250 2013 32 0 1 1 1.40883193622685 19393.75 1.75
148800 500 2014 41 1 1 1 18.4056928797338 7932.74 2.25
296100 500 2013 12 1 1 1 79.8306240259606 19226.54 2
164700 1000 2013 35 1 1 1 16.5362730085532 5490.56 2
203300 500 2014 78 1 1 1 1.50328773449074 14438.29 3.25
109300 250 2014 48 1 1 1 84.6065919580903 5528.45 3
290200 250 2013 16 1 1 1 118.891323977766 2752.44 1.25
188200 500 2013 36 1 0 1 1.43651506675926 6717.93 2.75
294300 500 2013 11 1 1 1 1.29374939122685 20839.28 2
206100 500 2014 34 1 1 1 2.46721769351852 2461.77 1
225300 500 2014 12 1 0 1 3.58365547453704 10708.44 2.25
101700 500 2014 51 1 1 1 76.4054312718403 0 2.25
142300 250 2014 34 1 1 1 2.49174477476852 12454.28 1.25
242900 500 2013 34 1 1 1 7.69636960604167 17744.3 1.75
134200 100 2014 30 1 1 1 1.42946375208333 9743.4 2.75
393000 250 2014 11 1 1 1 1.39473054152778 37627.93 2.25
136100 250 2014 74 1 1 0 10.4119977269097 10776.52 3
92200 250 2014 65 1 0 1 24.61449163 5714.27 1
211100 250 2014 80 1 1 1 10.4403051813657 9447.5 2.25
111200 1000 2014 74 1 1 1 3.41336272756944 4227.17 2
199800 1000 2014 43 1 0 1 149.664568854815 8130.02 2.5
706400 1000 2013 10 0 1 1 27.6237469371065 46747.51 2
199200 500 2013 5 1 1 1 1.51603396854167 10759.15 2.5
146000 1000 2014 14 1 1 1 19.4638419555903 1034.97 1.25
170300 1000 2013 49 1 1 1 27.5779820527662 7573.74 1.75
180100 1000 2013 34 1 1 1 14.7237959914005 7743.86 2.25
311000 1000 2013 19 1 1 1 45.3297971001852 19146.54 1.5
133000 1000 2014 41 1 1 1 7.66576700663194 10998.39 2
298000 1000 2013 24 1 1 1 1.56337805763889 800.89 0.75
140000 2000 2014 34 1 1 1 24.5438041609375 0 1
175300 1000 2014 6 1 0 1 9.44679719177083 0 1
251500 250 2013 28 1 1 1 43.6693514310301 1634.62 1.75
153400 2500 2014 42 1 1 1 64.4279342251273 0 4
231500 250 2014 17 1 1 1 11.6586542234954 10499.14 2.25
137600 500 2013 48 1 1 1 112.720182099444 0 0.75
260100 500 2013 11 1 1 1 2.60695085681713 15056.17 2.25
252600 250 2014 93 1 0 1 13.4838832346412 11039.87 2.25
79800 100 2014 61 1 1 1 1.42487138452546 1729.75 3.5
232200 1000 2014 85 1 1 1 6.6652598674537 13732.9 2.75
362800 1000 2014 35 0 1 1 43.4911877490046 12279.56 0.75
444800 1000 2014 19 1 1 1 1.65629395445602 24321.17 3.75
195500 250 2014 46 1 1 1 3.59968691237269 10446.82 2
204300 1000 2014 35 1 1 1 0.829316192523148 23826.54 4
213300 500 2014 63 1 1 1 1.52537799215278 26466.03 1.75
1193600 1000 2013 20 0 0 1 3.71090781842593 2694.9 1.5
298400 250 2013 9 1 1 1 28.4641069854977 0 1.25
162800 250 2013 19 1 1 1 5.70932654435185 0 1.25
138800 500 2014 37 1 1 1 26.4079291878472 9054.06 1
154100 500 2014 54 1 0 1 13.4943653935995 6970.21 2.25
127000 250 2014 97 1 1 1 7.58833341775463 9888.65 1
85000 500 2014 6 1 1 1 5.70732374493056 3200 2.25
140300 250 2014 39 1 1 1 6.3572249787037 5974.26 2.25
226200 1000 2014 12 1 1 1 10.4542343426157 2454.25 0.75
192000 1000 2014 84 1 0 1 0.825508575625 9193.75 1.5
254500 500 2014 12 1 1 1 3.61477671841435 13710.79 2.25
237000 1000 2013 13 1 1 1 1.29901195670139 12713.29 2
134500 1000 2014 94 1 1 1 16.6232819676273 9435.47 2
242500 1000 2013 21 1 1 1 1.43354821203704 3763.62 1.5
190500 1000 2014 79 1 1 1 2.41979006972222 52762.73 3.5
226600 1000 2014 42 1 1 1 6.34578990149306 28507.81 3.75
227100 500 2013 33 1 1 1 1.39991433579861 10402.75 2.25
115900 250 2014 92 1 1 1 0.940473393553241 36784.24 2
457200 1000 2013 28 1 1 1 7.47223968548611 13095.44 1.75
253200 250 2013 37 1 1 1 0.898904810532407 8977.42 1
168200 250 2013 15 1 1 1 2.41605821861111 6980.15 2.25
199700 500 2014 37 1 1 1 3.42520736263889 13493.98 2.75
243600 500 2013 5 1 1 1 13.4043657588426 15187.22 2.5
163700 500 2014 54 1 1 1 18.382285738588 753.42 0.75
235900 250 2014 58 1 1 1 0.974094048090278 35647.22 1.75
220800 250 2014 43 1 1 1 1.45927622155093 19661.49 1.75
303100 500 2013 29 1 1 1 6.66457276008102 27264.77 1
135500 250 2014 44 1 0 1 23.5312688607639 4953.13 3
150400 500 2013 26 1 1 1 69.6048032470486 4493.59 2.25
527800 1000 2014 38 1 1 1 70.645649325162 35599.3 1
191200 500 2013 35 1 1 1 3.52680033324074 6765.8 0.75
109100 500 2014 44 1 1 1 0.888822248564815 3822.33 0.75
156500 500 2014 9 1 1 1 35.4956589767361 769.96 1
157400 1000 2013 47 1 1 1 6.77947860688657 5847.41 1.5
363500 500 2013 5 1 1 1 2.6045541430787 26537.48 1.25
197600 250 2013 33 1 1 1 6.436956454375 15927.65 2
134900 250 2014 38 1 1 1 1.35095339578704 23437.83 3
190000 250 2013 27 1 1 1 125.427933228657 9100.42 1.75
162500 250 2014 58 1 1 1 18.3918553924421 276.25 1
155500 100 2013 52 1 1 1 104.489658349039 6916.34 1.5
144900 250 2013 44 1 1 1 49.7580685448148 4269.21 1.75
305500 2500 2013 16 1 1 1 115.682449468067 16420.64 0.75
440600 2500 2014 22 1 1 1 0.884115000381944 33182.23 3.5
151300 1000 2014 91 1 1 1 28.4324269023264 12177.06 3.75
280900 250 2014 7 1 0 1 1.51689118990741 16808.88 2.25
160900 1000 2013 54 1 0 1 11.6965503147569 6715.32 1.75
108100 1000 2013 51 1 0 1 6.44739284795139 7343.34 2
198200 1500 2014 55 1 1 1 0.714710275277778 35212.87 1.5
314700 500 2013 5 1 0 1 27.697398265706 25185.44 1
157600 1000 2013 24 1 1 1 35.6433815121181 3509.21 0.75
132500 1000 2014 17 1 1 1 2.59066361267361 3132.48 3.5
388000 1000 2014 18 1 0 1 0.731414936423611 54002.68 1.75
169300 250 2013 33 1 1 1 1.40821075993056 9215.33 1.5
214200 250 2013 24 1 1 1 1.79427644615741 7313.73 1
258900 250 2013 15 1 1 1 8.69083223512732 11201.62 1
224200 500 2014 6 1 0 1 14.6291129725116 823.85 2.25
338200 250 2014 9 1 1 1 1.67711307243056 346.83 0.75
317100 500 2013 12 1 1 1 4.38688199578704 0 1.25
207200 500 2013 23 1 1 1 1.36736228030093 8190.97 1.5
345500 250 2013 32 1 1 1 13.3829717402778 23311.27 1
200600 500 2013 34 1 1 1 34.6974744438773 0 0.75
140000 500 2014 29 1 1 1 9.47026322979167 0 2.25
125400 250 2014 74 1 1 1 2.72407695270833 4633.76 2.75
183600 250 2013 35 1 1 1 64.511704745 5550.44 1.25
261900 250 2013 3 1 1 1 7.56011976543981 19007.24 2.5
86600 500 2014 108 1 1 1 0.843547965752315 14177.36 3.75
143400 250 2013 47 1 1 1 2.45500318799769 10782.59 2
315300 250 2013 25 0 1 1 7.57459336414352 26179.08 1
216600 250 2013 34 1 1 1 79.3972847612269 0 0.75
127900 100 2013 50 1 1 1 2.60265377896991 14063.48 2
184200 250 2013 26 1 1 1 16.7594897951852 7252.09 0.75
492300 500 2013 20 0 1 1 9.4193661465625 35740.02 1.5
325800 500 2013 19 1 1 1 2.89809233033565 11488.21 0.75
122900 500 2014 13 1 0 1 7.41650568358796 1931.49 1.25
231900 1000 2013 33 1 1 1 45.5497859792708 10363.32 0.75
145400 500 2014 54 1 1 1 1.38970788856481 10861.83 2.5
187000 500 2013 8 1 0 1 1.51930127196759 2353.67 1.25
131500 500 2013 48 1 1 1 34.6617472259722 148.03 1.75
86100 2500 2014 36 1 1 1 5.59040201229167 789.29 3
196800 500 2014 108 0 1 1 27.3807735134375 767.55 2.25
83400 2500 2014 99 1 1 1 1.70071154075231 23750.47 2.25
160500 500 2013 28 1 1 1 38.711841145544 2452.25 1.5
322900 1000 2013 19 1 1 1 15.6375509444097 18647.46 0.75
308500 1000 2014 9 1 0 1 2.56259137188657 29449.05 1.5
301800 1000 2013 20 0 1 1 1.7354700947338 31268.78 1.5
268100 1000 2013 14 1 1 1 3.43332373640046 14917.11 1.5
147800 1000 2014 57 1 1 1 52.5345451136806 3743.58 2
242600 1000 2013 35 1 1 1 1.68724837607639 13396.25 1
185000 1000 2014 89 1 1 1 2.69040508162037 13096.47 2.5
150000 1000 2014 14 1 0 1 89.4183888588194 0 2
118400 250 2014 74 1 1 1 24.6300304943866 6508.3 2.25
296100 250 2013 18 1 1 1 1.38211109459491 7059.06 2
112000 250 2014 69 1 1 1 104.524184444965 0 2
61000 250 2013 23 1 1 1 3.53737100231481 1287.04 2
356400 500 2014 18 1 1 1 10.4389706400347 12908.97 2.25
143000 250 2014 84 1 1 1 47.6670152338542 394.92 3.75
316400 500 2013 21 0 1 1 6.44250979940972 26298.78 1.25
112000 250 2014 11 1 1 1 1.48029050940972 8219.53 2.25
188000 250 2013 43 1 1 1 1.38362888496528 8078.79 2
224300 250 2013 16 1 1 1 6.71107774613426 7875.37 2
286200 500 2014 17 1 0 1 1.4028248096412 18371.08 3.25
286200 500 2014 17 1 0 1 0.665103944675926 17539.41 0.75
153200 500 2013 32 1 1 1 1.78934944206019 0 2
150800 500 2014 45 1 1 1 4.58238895164352 887.44 2.25
189300 500 2013 50 1 1 1 2.45067959481481 7541.66 2
251900 1000 2013 9 1 1 1 1.68325984832176 13962.28 2.25
197400 1000 2014 47 1 0 1 102.611671515891 0 2.5
338000 250 2013 26 1 1 1 1.34336736678241 27502.44 0.75
128800 100 2013 50 1 1 1 6.59959156857639 7008.73 1.75
116800 250 2014 36 1 1 1 1.33951377962963 17705.39 1.75
164700 250 2014 52 1 1 1 3.57852011402778 11484.16 2
133100 250 2013 38 1 1 1 7.6832523634838 5522.75 2
206100 250 2014 77 1 0 1 5.74129763163194 6973.76 1.25
167500 1000 2014 10 1 0 1 20.5087366350926 0 0.75
153000 2000 2013 15 1 1 1 6.46780733532407 967.56 1.75
164700 1000 2013 41 1 1 1 41.5940636971644 5934.52 1
213900 1000 2013 57 1 0 1 3.41173212770833 0 2
222200 1000 2014 58 1 0 1 7.64330450277778 2184.37 1.25
415500 2500 2013 25 0 1 1 2.57827086981481 0 0.75
415500 2500 2013 25 0 1 1 8.49169407729167 14131.03 0.75
137700 1000 2013 29 1 1 1 11.5313665965162 6253.19 2
379200 1500 2013 25 0 1 1 23.5553236709375 27698.74 0.75
234100 1000 2014 6 1 1 1 3.38848840734954 20556.17 2.25
116900 1000 2014 49 1 1 1 24.649194008912 6654.85 2.25
162500 2500 2014 41 1 1 1 3.28401161040509 7540.59 2.25
180000 1000 2013 39 1 1 1 14.9753654487269 10086.44 1.75
193900 250 2013 44 1 1 1 2.71070406565972 10598.23 2
236700 250 2013 29 1 1 1 18.6593592651852 12606.79 1.5
333200 1000 2014 36 1 1 1 7.33943448469907 11144.62 3.75
195000 1000 2013 31 1 1 1 2.4011235333912 5055.67 0.75
347400 1000 2014 17 1 1 1 58.6189846857986 846.64 0.75
348400 250 2013 18 0 1 1 6.39575330712963 30764.56 1.5
215700 500 2013 19 1 1 1 3.47070774403935 5175 1.5
230000 500 2013 22 1 1 1 0.892820620636574 12523.16 2
208600 100 2014 34 1 1 1 27.6180372499306 1020.78 1.75
231800 250 2013 48 1 0 1 1.63804383321759 11055.73 2
198200 250 2014 9 1 1 1 2.48832651690972 7781.32 1.25
115200 500 2014 65 1 1 1 3.42622696752315 0 2.75
404400 500 2013 10 1 1 1 9.60454458331018 43511.72 2
122100 500 2014 114 1 1 1 77.7562485752083 16711.89 1
162700 1000 2013 37 1 1 1 6.54632215983796 5310.22 1
392700 1000 2013 26 1 0 1 16.5748522879514 34885.4 1.5
165400 250 2013 13 1 1 1 63.6542776984491 6442.92 0.75
161400 250 2013 51 1 1 1 3.66797662825231 11599.29 2
189500 250 2013 33 1 1 1 132.529307431157 0 0.75
113200 250 2014 59 1 1 1 59.5638490920718 5289.21 2
98400 250 2014 55 1 1 1 10.5978682236343 1749.74 2.25
145500 1000 2014 58 1 1 1 3.64145600443287 9552.09 2.25
244300 1000 2014 8 1 0 1 1.49018114583333 195.75 1
223600 1000 2013 5 1 1 1 36.5533990744329 11190.65 2.5
334600 1000 2013 26 0 0 1 7.62215447054398 24760.42 1
178300 100 2014 58 1 0 1 43.6602567634144 0 1.25
273400 2500 2013 11 1 1 1 42.4527997989236 7742.75 0.75
147800 1000 2014 38 1 1 1 4.63384253230324 0 0.75
482400 1000 2013 9 0 1 1 118.869410107546 0 1
425000 1000 2014 1 1 1 1 1.45415679115741 15817.26 4
371900 1000 2014 84 1 0 1 1.31867367578704 53269.36 1.75
236700 250 2014 39 0 1 1 7.44396944722222 16689.96 2.5
177200 250 2013 38 1 1 1 1.77065552111111 14265.52 1.5
297300 250 2013 32 0 1 1 16.5890467342824 24467.07 0.75
218800 250 2013 28 1 1 1 36.4716914583333 8306.83 0.75
150300 250 2013 37 1 1 1 48.7903690893287 3677.86 1.75
177800 250 2014 52 1 1 1 32.6421115436343 2982.07 2.25
184200 250 2014 40 1 1 1 42.6123744018866 12014.25 2.25
493400 500 2013 26 0 1 1 13.6293365466088 43265.35 1.75
215000 250 2014 42 1 0 1 1.4675350009838 10423.44 1.25
128800 500 2014 64 1 1 1 5.41072737229167 1436.16 2.5
119400 500 2013 116 1 1 1 131.503911038484 5883.77 4
195000 500 2013 61 1 0 1 21.440894406956 0 0.75
276000 1000 2014 12 1 0 1 6.40373208769676 13736.3 3
233900 500 2014 5 1 0 1 0.7950338184375 20290.52 1.75
151700 250 2013 37 1 1 1 3.64864415899306 8033.31 2
140900 250 2013 27 1 1 1 3.45485591351852 5150 1
282500 250 2013 45 0 1 1 2.44951883201389 0 1.5
200100 100 2014 38 1 1 1 2.39099592850694 12185.09 2.5
