PolicyNum Year Coverage Deduct Freq Claim EntityType AlarmCredit
120036 2009 101.721302 500 1 1185.9 County AC15%
120036 2010 97.819792 500 4 24862.73 County AC15%
120038 2006 206.808178 2500 5 29527.79 County AC15%
120038 2007 227.642315 2500 3 12959.55 County AC15%
120038 2008 240.254975 5000 3 32625.15 County AC15%
120038 2009 250.878875 5000 0 0 County AC15%
120038 2010 268.515327 5000 6 69066.78 County AC15%
120039 2006 19.130207 500 0 0 County AC00%
120039 2007 20.539436 500 2 6975.6 County AC15%
120039 2008 30.179731 500 3 16067.38 County AC15%
120039 2009 31.778548 500 1 64066 County AC15%
120039 2010 33.752361 500 2 20007.73 County AC15%
120040 2006 79.422226 25000 0 0 County AC15%
120040 2007 85.374565 25000 0 0 County AC15%
120040 2008 93.283811 25000 2 5942.35 County AC15%
120040 2009 97.896606 25000 1 1858.13 County AC15%
120040 2010 104.265872 25000 1 2117.43 County AC15%
120043 2006 43.39952 2500 0 0 County AC15%
120043 2007 46.932258 2500 1 3065.95 County AC15%
120043 2008 50.786447 2500 1 29398.15 County AC15%
120043 2009 53.141137 5000 1 17489.69 County AC15%
120043 2010 58.142676 5000 1 592.26 County AC15%
120044 2006 177.382307 500 2 9623.05 County AC15%
120044 2007 186.995079 500 1 2629 County AC15%
120044 2008 197.934829 500 4 47803.42 County AC15%
120044 2009 209.480521 500 4 6892.8 County AC15%
120044 2010 230.458677 1000 2 12602.85 County AC15%
120046 2006 29.023426 1000 1 1749.09 County AC15%
120046 2007 31.449321 1000 0 0 County AC15%
120046 2008 33.001591 1000 2 16476.89 County AC15%
120046 2009 35.954269 1000 1 2504 County AC15%
120046 2010 39.325942 1000 5 25175.55 County AC15%
120047 2006 39.328623 500 2 12009.72 County AC00%
120047 2007 45.823417 500 5 14334.42 County AC00%
120047 2008 48.473634 500 1 2922.71 County AC00%
120047 2009 57.325345 500 1 72336.83 County AC15%
120047 2010 80.463176 500 1 2825 County AC15%
120048 2006 63.790723 1000 2 3581.91 County AC15%
120048 2007 68.195979 1000 1 4147.54 County AC15%
120048 2008 74.752051 1000 1 1039 County AC15%
120048 2009 79.251905 1000 0 0 County AC15%
120048 2010 77.295427 1000 3 66224.39 County AC15%
120049 2006 65.683842 1000 2 10501.12 County AC00%
120049 2007 69.97485 1000 1 146554.24 County AC00%
120049 2008 75.221199 1000 1 5661 County AC00%
120049 2009 80.686093 1000 4 7423.81 County AC15%
120049 2010 74.801112 1000 1 1297 County AC15%
120050 2006 23.790966 1000 1 6337.15 County AC00%
120050 2007 24.907948 1000 0 0 County AC00%
120050 2008 27.318222 1000 2 18265.27 County AC00%
120050 2009 30.293979 1000 1 9102.19 County AC00%
120050 2010 29.552442 1000 1 10484.62 County AC15%
120051 2006 152.524099 25000 0 0 County AC15%
120051 2007 180.137767 25000 1 134128.98 County AC15%
120051 2008 217.590806 25000 0 0 County AC15%
120051 2009 227.789226 25000 1 159109.46 County AC15%
120051 2010 242.337759 25000 0 0 County AC15%
120053 2006 183.213153 2500 1 4837.23 County AC15%
120053 2007 184.82208 2500 3 108986.45 County AC15%
120053 2008 194.077742 2500 1 3625 County AC15%
120053 2009 208.957606 2500 4 81100.67 County AC15%
120053 2010 200.242867 2500 4 75831.34 County AC15%
120054 2006 45.151836 2500 0 0 County AC00%
120054 2007 47.385365 2500 1 108211.19 County AC00%
120054 2008 49.955675 2500 1 22958.39 County AC00%
120054 2009 53.232224 2500 0 0 County AC00%
120054 2010 53.157029 2500 0 0 County AC15%
120056 2006 99.580601 25000 2 4923.36 County AC15%
120056 2007 108.828869 5000 1 2720 County AC15%
120056 2008 115.085753 25000 2 25449 County AC15%
120056 2009 120.336302 25000 1 28884.85 County AC15%
120056 2010 144.478083 25000 2 21693.98 County AC15%
120057 2006 19.075113 500 3 11879.36 County AC15%
120057 2007 19.984027 500 1 1547.78 County AC15%
120057 2008 21.090566 500 1 18623.05 County AC15%
120057 2009 22.619188 500 1 548.95 County AC15%
120057 2010 22.005694 500 2 9378.5 County AC15%
120058 2006 208.900636 75000 6 34036.45 County AC15%
120058 2007 221.936225 75000 6 48697 County AC15%
120058 2008 221.340135 75000 10 61508.72 County AC15%
120058 2009 235.228659 75000 10 61690.48 County AC15%
120058 2010 224.39964 75000 5 18550.83 County AC15%
120060 2006 36.036574 500 1 851 County AC15%
120060 2007 38.80984 500 4 30496.93 County AC15%
120060 2008 40.861512 500 3 5455.1 County AC15%
120060 2009 43.098531 500 1 5702.78 County AC15%
120060 2010 45.691908 500 2 12695.39 County AC15%
120063 2006 32.686408 1000 0 0 County AC00%
120063 2007 34.742689 1000 2 94077.17 County AC15%
120063 2008 37.687253 1000 1 2930 County AC15%
120063 2009 41.806927 1000 0 0 County AC15%
120063 2010 43.664548 1000 4 10552.35 County AC15%
120064 2006 13.542984 500 0 0 County AC15%
120064 2007 14.948471 500 1 849.83 County AC15%
120064 2008 15.911999 500 1 3409.94 County AC15%
120064 2009 16.59677 500 0 0 County AC15%
120064 2010 17.610933 500 0 0 County AC15%
120067 2006 262.09898 500 12 135885.44 County AC00%
120067 2007 321.162903 500 14 180773.78 County AC15%
120067 2008 338.030103 5000 14 97481.3 County AC15%
120067 2009 356.324305 5000 18 75109.39 County AC15%
120067 2010 382.36978 5000 15 123063.63 County AC15%
120069 2006 209.851398 10000 1 30394.32 County AC15%
120069 2007 225.820073 10000 0 0 County AC15%
120069 2008 237.356875 10000 1 19705.77 County AC15%
120069 2009 260.427944 10000 0 0 County AC15%
120069 2010 276.018058 10000 1 18575.14 County AC15%
120072 2006 81.379631 500 0 0 County AC15%
120072 2007 89.192349 500 3 4745 County AC15%
120072 2008 94.27209 500 1 4645 County AC15%
120072 2009 99.042605 500 4 14462.64 County AC15%
120072 2010 107.783629 500 3 11780.37 County AC15%
120074 2006 45.470231 500 3 17536.95 County AC15%
120074 2007 47.135556 500 4 13169.27 County AC15%
120074 2008 50.142349 500 1 3726.07 County AC15%
120074 2009 52.285534 500 2 627427.27 County AC15%
120074 2010 50.378029 500 3 10489.87 County AC15%
120076 2006 22.794543 500 4 16412.96 County AC15%
120076 2007 24.437415 500 7 113324.1 County AC15%
120076 2008 25.718457 500 1 4315.02 County AC15%
120076 2009 26.975507 500 2 1772.83 County AC15%
120076 2010 28.744859 500 4 13789.93 County AC15%
120077 2006 62.212044 500 2 8838.42 County AC15%
120077 2007 66.844403 500 0 0 County AC15%
120077 2008 70.570627 500 1 4335.33 County AC15%
120077 2009 71.794512 500 2 2502 County AC15%
120077 2010 76.6545 500 4 16932.94 County AC15%
120079 2006 40.642917 500 3 20673.35 County AC15%
120079 2007 42.796034 500 2 7190 County AC15%
120079 2008 45.815034 500 1 1848.63 County AC15%
120079 2009 48.246328 500 3 6557.96 County AC15%
120079 2010 51.114523 500 5 112697.76 County AC15%
120082 2006 18.117461 10000 0 0 County AC15%
120082 2007 19.026776 10000 0 0 County AC15%
120082 2008 19.876713 10000 0 0 County AC15%
120082 2009 20.89454 10000 0 0 County AC15%
120082 2010 23.296497 10000 0 0 County AC15%
120083 2006 16.444372 500 1 6570 County AC00%
120083 2007 17.07334 500 3 10992.5 County AC00%
120083 2008 18.248919 500 1 1980 County AC00%
120083 2009 19.697296 500 2 12568.3 County AC00%
120083 2010 18.98159 500 0 0 County AC15%
120084 2006 58.906653 500 0 0 County AC15%
120084 2007 63.035621 500 0 0 County AC15%
120084 2008 65.954752 500 2 5753 County AC15%
120084 2009 68.976526 500 2 10896.01 County AC15%
120084 2010 105.22895 500 0 0 County AC15%
120086 2006 39.493643 1000 3 17966.2 County AC10%
120086 2007 42.535261 1000 2 15394.29 County AC10%
120086 2008 45.104607 1000 2 12828.58 County AC10%
120086 2009 48.18711 1000 3 37469.68 County AC15%
120086 2010 50.860819 1000 7 60974.97 County AC15%
120087 2006 64.962694 500 6 139880.33 County AC00%
120087 2007 69.753832 500 3 38126.27 County AC00%
120087 2008 73.528052 500 3 5273.1 County AC00%
120087 2009 76.995661 500 4 245626.57 County AC15%
120087 2010 81.918008 500 3 7125.64 County AC15%
120088 2006 13.02576 500 2 13107.48 County AC15%
120088 2007 13.660172 500 0 0 County AC15%
120088 2008 14.386292 500 0 0 County AC15%
120088 2009 15.223251 500 1 1982.83 County AC15%
120088 2010 14.704089 500 1 23546.23 County AC15%
120091 2006 165.72406 5000 3 82809.75 County AC00%
120091 2007 142.443722 5000 2 31529.78 County AC00%
120091 2008 150.495436 5000 3 22363.2 County AC00%
120091 2009 161.220775 5000 2 32258.77 County AC15%
120091 2010 172.247261 5000 2 121296.12 County AC15%
120092 2006 33.968236 500 6 18963.86 County AC15%
120092 2007 37.654143 500 2 1634.82 County AC15%
120092 2008 39.83248 2500 1 4672.08 County AC15%
120092 2009 40.369742 2500 1 6658.22 County AC15%
120092 2010 43.147482 2500 2 7728.24 County AC15%
120094 2006 64.575846 25000 0 0 County AC15%
120094 2007 69.367448 25000 1 7723 County AC15%
120094 2008 73.139112 25000 3 12711.05 County AC15%
120094 2009 77.007997 25000 1 1013.38 County AC15%
120094 2010 81.806418 25000 1 625 County AC15%
120095 2006 74.911433 500 5 19540 County AC15%
120095 2007 78.683287 15000 7 340189.29 County AC15%
120095 2008 83.003978 15000 4 24926.58 County AC15%
120095 2009 88.359077 15000 5 136982.16 County AC15%
120095 2010 84.649403 15000 2 13815.78 County AC15%
120097 2006 40.357937 25000 0 0 County AC15%
120097 2007 43.286134 25000 0 0 County AC15%
120097 2008 45.867226 25000 1 8702.06 County AC15%
120097 2009 48.043041 25000 0 0 County AC15%
120097 2010 52.277824 25000 4 104492.9 County AC15%
120099 2006 322.664221 5000 1 41000.57 County AC15%
120099 2007 347.605606 5000 0 0 County AC15%
120099 2008 366.593677 5000 7 267317.42 County AC15%
120099 2009 384.597201 5000 2 6555.27 County AC15%
120099 2010 448.230262 5000 13 142704.7 County AC15%
120100 2006 9.205614 500 2 7171.91 County AC15%
120100 2007 9.62446 1000 1 3176.05 County AC15%
120100 2008 10.198532 1000 0 0 County AC15%
120100 2009 10.464862 2500 1 19188.49 County AC15%
120100 2010 10.093923 2500 0 0 County AC15%
120103 2006 99.981169 25000 0 0 County AC00%
120103 2007 100.162805 25000 0 0 County AC15%
120103 2008 106.407238 25000 2 10445.97 County AC15%
120103 2009 109.984411 25000 0 0 County AC15%
120103 2010 112.432908 25000 2 68971.28 County AC15%
130010 2006 19.961955 2500 0 0 School AC15%
130010 2007 21.237512 2500 0 0 School AC15%
130010 2008 22.378525 2500 0 0 School AC15%
130010 2009 23.714767 2500 1 20640 School AC15%
130010 2010 34.664158 2500 0 0 School AC15%
130084 2006 11.420812 10000 0 0 School AC15%
130084 2007 12.039046 10000 0 0 School AC15%
130084 2008 12.624931 10000 0 0 School AC15%
130084 2009 13.579105 10000 0 0 School AC15%
130084 2010 13.199546 10000 1 3000 School AC15%
130099 2006 75.641841 500 1 7078.27 School AC10%
130099 2007 79.783847 500 1 4374.91 School AC10%
130099 2008 83.657386 500 2 5889.95 School AC10%
130099 2009 87.071447 500 3 6874.71 School AC10%
130099 2010 83.880215 500 3 97578.81 School AC15%
130170 2006 61.36755 5000 1 22799.41 School AC15%
130170 2007 65.131623 5000 1 19144 School AC15%
130170 2008 68.674648 5000 0 0 School AC15%
130170 2009 73.218752 5000 1 7717.21 School AC15%
130170 2010 70.732463 5000 0 0 School AC15%
130196 2006 14.366107 500 0 0 School AC15%
130196 2007 15.326604 500 1 933.93 School AC15%
130196 2008 16.192079 500 0 0 School AC15%
130196 2009 16.992864 500 0 0 School AC15%
130196 2010 16.682997 500 0 0 School AC15%
130198 2006 32.017664 5000 1 620 School AC15%
130198 2007 33.746412 5000 0 0 School AC15%
130198 2008 35.462336 5000 0 0 School AC15%
130198 2009 38.14484 5000 0 0 School AC15%
130198 2010 36.903325 5000 0 0 School AC15%
130232 2006 52.303075 500 4 9888.5 School AC00%
130232 2007 55.117914 500 0 0 School AC00%
130232 2008 56.934403 500 0 0 School AC15%
130232 2009 65.572196 500 1 606 School AC15%
130232 2010 63.346186 500 0 0 School AC15%
130245 2006 24.262935 1000 2 87748.65 School AC00%
130245 2007 16.352297 1000 0 0 School AC00%
130245 2008 17.144302 1000 0 0 School AC00%
130245 2009 21.916345 1000 0 0 School AC00%
130245 2010 21.299857 1000 0 0 School AC00%
130427 2006 11.121041 500 0 0 School AC00%
130427 2007 11.71515 500 0 0 School AC00%
130427 2008 12.27859 500 1 4555.8 School AC00%
130427 2009 13.037855 1000 0 0 School AC00%
130427 2010 12.678063 1000 0 0 School AC00%
130431 2006 67.285581 10000 0 0 School AC15%
130431 2007 71.61997 10000 0 0 School AC15%
130431 2008 75.342823 10000 0 0 School AC15%
130431 2009 80.005229 10000 0 0 School AC15%
130431 2010 76.862865 10000 0 0 School AC15%
130474 2006 15.683278 500 1 11935.66 School AC05%
130474 2007 16.613659 500 3 25988.06 School AC05%
130474 2008 17.539451 500 1 8152.52 School AC05%
130474 2009 18.021379 500 1 500 School AC05%
130474 2010 17.405088 500 1 1950 School AC05%
130476 2006 47.084703 500 1 2277.7 School AC10%
130476 2007 51.101358 2500 0 0 School AC10%
130476 2008 53.943252 2500 0 0 School AC10%
130476 2009 57.206663 2500 1 5582.88 School AC10%
130476 2010 61.642992 2500 1 3140 School AC15%
130490 2006 15.588709 500 1 30911 School AC05%
130490 2007 16.595682 500 2 8048.95 School AC05%
130490 2008 17.491834 500 0 0 School AC05%
130490 2009 18.657722 500 2 14761.26 School AC05%
130490 2010 18.024994 500 1 3397.85 School AC05%
130616 2006 9.996766 1000 1 7770.35 School AC15%
130616 2007 10.7009 1000 0 0 School AC15%
130616 2008 11.312062 1000 0 0 School AC15%
130616 2009 11.949085 1000 0 0 School AC15%
130616 2010 11.600796 1000 1 3351.7 School AC15%
130637 2006 30.86763 5000 0 0 School AC15%
130637 2007 32.424387 5000 0 0 School AC15%
130637 2008 34.170108 5000 0 0 School AC15%
130637 2009 36.384657 5000 0 0 School AC15%
130637 2010 35.302277 5000 0 0 School AC15%
130658 2006 48.761224 500 0 0 School AC15%
130658 2007 51.896529 1000 0 0 School AC15%
130658 2008 56.383773 1000 1 2864 School AC15%
130658 2009 59.114681 1000 0 0 School AC15%
130658 2010 58.065881 1000 0 0 School AC15%
130660 2006 5.335416 500 0 0 School AC15%
130660 2007 5.646435 500 0 0 School AC15%
130660 2008 5.933634 500 0 0 School AC15%
130660 2009 6.389788 1000 0 0 School AC15%
130660 2010 6.195835 1000 0 0 School AC15%
130714 2006 226.691664 5000 1 123914.04 School AC10%
130714 2007 238.569376 5000 0 0 School AC10%
130714 2008 250.720103 5000 0 0 School AC10%
130714 2009 266.96448 5000 1 15000 School AC15%
130714 2010 310.89867 5000 2 79252.62 School AC15%
130716 2006 36.165118 5000 1 22772.5 School AC00%
130716 2007 38.174233 5000 0 0 School AC00%
130716 2008 40.167547 5000 0 0 School AC00%
130716 2009 42.452331 5000 0 0 School AC00%
130716 2010 40.728381 5000 0 0 School AC15%
130721 2006 45.488458 2500 0 0 School AC15%
130721 2007 47.90828 2500 0 0 School AC15%
130721 2008 45.361918 2500 0 0 School AC15%
130721 2009 49.065787 2500 1 15881.71 School AC15%
130721 2010 46.596426 2500 2 140244.37 School AC15%
130840 2006 10.44901 2500 0 0 School AC05%
130840 2007 11.007957 2500 0 0 School AC05%
130840 2008 11.537789 2500 0 0 School AC05%
130840 2009 12.379408 2500 0 0 School AC05%
130840 2010 12.022636 2500 0 0 School AC05%
130910 2006 54.901088 2500 0 0 School AC05%
130910 2007 58.439549 2500 1 25918.09 School AC05%
130910 2008 61.584347 5000 0 0 School AC05%
130910 2009 65.631886 5000 0 0 School AC05%
130910 2010 63.446269 5000 0 0 School AC05%
130911 2006 43.583909 10000 1 22500 School AC15%
130911 2007 45.752712 10000 0 0 School AC15%
130911 2008 48.227961 10000 1 71071.24 School AC15%
130911 2009 51.506043 5000 0 0 School AC15%
130911 2010 49.778069 5000 1 23119.45 School AC15%
130916 2006 25.32092 5000 0 0 School AC10%
130916 2007 26.574648 5000 1 17094.28 School AC10%
130916 2008 27.994232 5000 0 0 School AC10%
130916 2009 29.716148 5000 0 0 School AC10%
130916 2010 28.76152 5000 0 0 School AC10%
131050 2006 89.0412 2500 0 0 School AC10%
131050 2007 94.517764 2500 0 0 School AC10%
131050 2008 100.143689 2500 0 0 School AC10%
131050 2009 106.687575 2500 1 37837.34 School AC10%
131050 2010 103.41007 2500 0 0 School AC15%
131088 2006 54.645037 5000 0 0 School AC15%
131088 2007 57.442713 5000 0 0 School AC15%
131088 2008 60.413295 5000 0 0 School AC15%
131088 2009 64.159007 5000 0 0 School AC15%
131088 2010 61.645191 5000 0 0 School AC15%
131102 2006 15.701006 2500 0 0 School AC00%
131102 2007 16.542249 2500 0 0 School AC00%
131102 2008 17.347492 2500 0 0 School AC05%
131102 2009 18.605335 2500 0 0 School AC05%
131102 2010 18.099985 2500 0 0 School AC05%
131112 2006 74.963888 5000 1 1991.6 School AC15%
131112 2007 78.880117 5000 0 0 School AC15%
131112 2008 83.589415 5000 0 0 School AC15%
131112 2009 88.39739 5000 0 0 School AC15%
131112 2010 84.628804 5000 0 0 School AC15%
131155 2006 27.250992 1000 1 2032.62 School AC00%
131155 2007 28.606345 1000 0 0 School AC00%
131155 2008 30.149186 1000 0 0 School AC00%
131155 2009 32.079305 1000 1 2311.86 School AC00%
131155 2010 31.029798 1000 1 3000 School AC00%
131162 2006 32.84055 2500 0 0 School AC00%
131162 2007 28.607117 2500 2 7216.31 School AC00%
131162 2008 30.038801 2500 2 8108.36 School AC00%
131162 2009 32.103224 2500 0 0 School AC10%
131162 2010 31.183304 2500 0 0 School AC10%
131169 2006 28.682417 500 0 0 School AC15%
131169 2007 30.055121 500 0 0 School AC15%
131169 2008 31.679326 500 0 0 School AC15%
131169 2009 33.826554 1000 0 0 School AC15%
131169 2010 32.695853 1000 1 12604.16 School AC15%
131183 2006 34.396288 1000 2 10549.55 School AC15%
131183 2007 36.630015 1000 0 0 School AC15%
131183 2008 38.602082 1000 2 12604.42 School AC15%
131183 2009 41.118968 1000 0 0 School AC15%
131183 2010 39.740963 1000 0 0 School AC15%
131202 2006 22.466682 10000 0 0 School AC15%
131202 2007 23.652659 10000 0 0 School AC15%
131202 2008 24.779402 10000 0 0 School AC15%
131202 2009 26.652815 10000 0 0 School AC15%
131202 2010 25.587959 10000 0 0 School AC15%
131262 2006 38.829081 10000 1 52699 School AC15%
131262 2007 40.770004 10000 0 0 School AC15%
131262 2008 42.99796 10000 0 0 School AC15%
131262 2009 45.220637 10000 0 0 School AC15%
131262 2010 43.743532 10000 0 0 School AC15%
131295 2006 22.28188 2500 0 0 School AC15%
131295 2007 23.388907 2500 2 93433.27 School AC15%
131295 2008 24.64438 2500 0 0 School AC15%
131295 2009 25.835502 2500 0 0 School AC15%
131295 2010 25.471781 2500 0 0 School AC15%
131380 2006 78.19095 500 2 3756.06 School AC15%
131380 2007 83.379963 500 3 6797.11 School AC15%
131380 2008 87.869154 500 2 2829.59 School AC15%
131380 2009 93.610987 1000 2 11645.08 School AC15%
131380 2010 90.213613 1000 1 1500 School AC15%
131407 2006 47.137865 2500 1 3884.32 School AC15%
131407 2007 49.476608 2500 0 0 School AC15%
131407 2008 52.145794 2500 0 0 School AC15%
131407 2009 55.575482 2500 0 0 School AC15%
131407 2010 53.695112 2500 0 0 School AC15%
131428 2006 36.314661 2500 1 6539.76 School AC00%
131428 2007 38.198768 2500 0 0 School AC00%
131428 2008 40.243651 2500 0 0 School AC00%
131428 2009 43.774303 2500 0 0 School AC15%
131428 2010 42.169208 2500 1 13493.2 School AC15%
131550 2006 17.930634 500 0 0 School AC10%
131550 2007 18.886789 500 0 0 School AC10%
131550 2008 19.788248 500 0 0 School AC15%
131550 2009 21.199559 500 0 0 School AC15%
131550 2010 20.74922 500 0 0 School AC15%
131638 2006 91.83475 2500 0 0 School AC00%
131638 2007 96.398896 2500 2 13744.29 School AC00%
131638 2008 101.481683 2500 0 0 School AC00%
131638 2009 108.129423 5000 1 40330 School AC15%
131638 2010 104.178918 5000 1 10458 School AC15%
131645 2006 29.21459 1000 0 0 School AC15%
131645 2007 30.78244 1000 1 6902.45 School AC15%
131645 2008 32.295168 1000 1 4284.86 School AC15%
131645 2009 34.667387 1000 1 66350 School AC15%
131645 2010 33.73792 1000 0 0 School AC15%
131750 2006 20.552577 500 1 718.9 School AC00%
131750 2007 21.707857 500 0 0 School AC00%
131750 2008 23.053697 500 0 0 School AC00%
131750 2009 24.658461 500 2 27953.36 School AC05%
131750 2010 23.650234 500 0 0 School AC05%
132009 2006 33.264273 500 1 1607.25 School AC15%
132009 2007 35.043986 500 1 851.74 School AC15%
132009 2008 36.796039 500 1 86404.55 School AC15%
132009 2009 38.914372 500 0 0 School AC15%
132009 2010 51.652776 500 2 6044.05 School AC15%
132016 2006 14.494919 1000 1 19212.1 School AC15%
132016 2007 15.898817 1000 0 0 School AC15%
132016 2008 16.724469 1000 0 0 School AC15%
132016 2009 17.968609 1000 0 0 School AC15%
132016 2010 17.439278 1000 0 0 School AC15%
132058 2006 91.301898 15000 0 0 School AC15%
132058 2007 95.840587 25000 0 0 School AC15%
132058 2008 101.108015 25000 0 0 School AC15%
132058 2009 107.221588 25000 0 0 School AC15%
132058 2010 103.672969 25000 0 0 School AC15%
132128 2006 26.510439 2500 1 1044.67 School AC10%
132128 2007 27.979521 2500 0 0 School AC10%
132128 2008 29.321791 2500 0 0 School AC10%
132128 2009 31.441764 2500 1 52500 School AC05%
132128 2010 30.625096 2500 1 14978.08 School AC05%
132136 2006 7.703862 5000 0 0 School AC15%
132136 2007 8.138646 5000 0 0 School AC15%
132136 2008 8.599598 5000 0 0 School AC15%
132136 2009 9.151732 5000 0 0 School AC15%
132136 2010 8.693309 5000 1 10960 School AC15%
132217 2006 64.572626 2500 0 0 School AC00%
132217 2007 67.975345 2500 0 0 School AC00%
132217 2008 71.165728 2500 0 0 School AC05%
132217 2009 75.755445 2500 0 0 School AC05%
132217 2010 72.771641 2500 0 0 School AC05%
132233 2006 28.845743 500 0 0 School AC00%
132233 2007 31.122354 500 2 2151.39 School AC00%
132233 2008 32.785648 500 2 12584 School AC00%
132233 2009 34.361599 500 2 4960.45 School AC00%
132233 2010 36.857042 500 3 4531.6 School AC15%
132296 2006 76.02191 1000 1 4755 School AC15%
132296 2007 79.728337 1000 2 19800.53 School AC15%
132296 2008 84.090022 1000 1 25112.1 School AC15%
